stn_id,stn_name,datetimes,temp,conducted,tds,salinity,deo,depth,ph,nh4,turbid
T1,การท่าเรือ,2023-09-01 00:00:00,31.25,7956.0,5198.0,4.39,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 00:00:00,32.23,24640.0,16927.0,15.77,,1.43,,,
T1,การท่าเรือ,2023-09-01 00:00:00,31.12,6805.0,4445.0,3.71,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 00:00:00,30.91,550.0,359.0,0.26,0.51,,7.03,20.74,12.13
S6,คลองลัดโพธิ์,2023-09-01 00:00:00,31.05,3910.0,2550.0,2.06,,1.31,,,
S1,สำแล,2023-09-01 00:00:00,31.18,500.0,320.0,0.24,5.81,1.99,7.51,34.42,22.36
T3,วัดบ้านแป้ง,2023-09-01 00:00:00,31.89,308.0,201.0,0.15,4.71,,7.56,3.58,22.69
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 00:00:00,32.17,19768.0,12922.0,11.73,,1.1,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 00:00:00,31.5,365.0,234.2,0.17,6.39,1.24,7.78,10.32,15.78
S1,สำแล,2023-09-01 00:00:00,31.39,487.0,311.8,0.23,6.47,1.8,7.57,34.7,27.98
S5,วัดโพธิ์แตงเหนือ,2023-09-01 00:00:00,31.41,367.0,235.3,0.17,6.05,1.37,7.74,11.57,15.23
S4,วัดมะขาม,2023-09-01 00:00:00,31.07,541.0,346.3,0.26,3.58,1.9,7.29,19.81,9.04
T3,วัดบ้านแป้ง,2023-09-01 00:00:00,31.74,309.0,202.0,0.15,4.81,,7.57,3.37,21.44
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 00:00:00,30.68,786.0,510.0,0.38,,1.27,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 00:00:00,30.78,1013.0,660.0,0.5,,1.45,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 00:00:00,30.74,570.0,373.0,0.27,0.46,,7.03,19.03,7.62
S1,สำแล,2023-09-01 01:00:00,31.35,499.0,319.7,0.23,5.85,1.68,7.48,32.35,20.43
S5,วัดโพธิ์แตงเหนือ,2023-09-01 01:00:00,31.39,368.0,236.0,0.17,5.71,1.31,7.7,8.98,14.33
S5,วัดโพธิ์แตงเหนือ,2023-09-01 01:00:00,31.5,366.0,234.4,0.17,6.32,1.17,7.81,13.71,9.68
S1,สำแล,2023-09-01 01:00:00,31.14,517.0,330.8,0.24,5.18,1.85,7.42,29.34,21.33
T3,วัดบ้านแป้ง,2023-09-01 01:00:00,31.84,309.0,203.0,0.15,4.65,,7.55,3.52,22.91
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 01:00:00,30.66,775.0,510.0,0.38,,1.04,,,
S6,คลองลัดโพธิ์,2023-09-01 01:00:00,30.99,3580.0,2340.0,1.87,,1.08,,,
T3,วัดบ้านแป้ง,2023-09-01 01:00:00,31.64,310.0,202.0,0.15,4.69,,7.55,3.24,20.69
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 01:00:00,30.71,964.0,630.0,0.47,,1.33,,,
T1,การท่าเรือ,2023-09-01 01:00:00,31.02,7099.0,4636.0,3.88,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 01:00:00,30.74,573.0,374.0,0.28,0.45,,7.03,25.82,6.9
S6,คลองลัดโพธิ์,2023-09-01 01:00:00,30.97,5393.0,3520.0,2.9,,1.43,,,
S4,วัดมะขาม,2023-09-01 01:00:00,31.05,545.0,349.0,0.26,3.34,1.73,7.27,18.42,17.42
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 01:00:00,31.29,19599.0,12799.0,11.63,,0.88,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 01:00:00,30.9,548.0,358.0,0.26,0.55,,7.03,18.0,7.64
S4,วัดมะขาม,2023-09-01 01:00:00,31.23,533.0,341.7,0.25,3.51,1.57,7.23,24.19,12.84
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 01:00:00,32.0,24737.0,16168.0,15.0,,1.3,,,
S1,สำแล,2023-09-01 02:00:00,31.38,466.0,298.5,0.22,6.79,1.52,7.68,36.07,23.29
S4,วัดมะขาม,2023-09-01 02:00:00,31.02,544.0,348.6,0.26,3.16,1.63,7.25,22.17,13.53
S5,วัดโพธิ์แตงเหนือ,2023-09-01 02:00:00,31.48,367.0,234.9,0.17,6.37,1.09,7.79,8.56,12.84
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 02:00:00,30.88,19574.0,12782.0,11.62,,0.78,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 02:00:00,30.62,734.0,480.0,0.36,,0.87,,,
S1,สำแล,2023-09-01 02:00:00,31.15,487.0,312.0,0.23,6.0,1.71,7.54,33.65,20.92
S4,วัดมะขาม,2023-09-01 02:00:00,31.2,533.0,341.3,0.25,3.3,1.43,7.22,25.33,10.1
T3,วัดบ้านแป้ง,2023-09-01 02:00:00,31.83,310.0,202.0,0.15,4.75,,7.56,3.35,20.04
T3,วัดบ้านแป้ง,2023-09-01 02:00:00,31.66,313.0,205.0,0.15,4.7,,7.55,3.2,20.03
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 02:00:00,30.7,915.0,600.0,0.45,,1.23,,,
S6,คลองลัดโพธิ์,2023-09-01 02:00:00,30.93,2788.0,1820.0,1.44,,0.91,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 02:00:00,31.83,21780.0,14235.0,13.05,,1.36,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 02:00:00,31.37,368.0,236.0,0.17,5.98,1.14,7.73,10.26,14.06
S6,คลองลัดโพธิ์,2023-09-01 02:00:00,30.99,4916.0,3210.0,2.62,,1.33,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 02:00:00,30.73,569.0,372.0,0.27,0.44,,7.03,20.51,6.14
T4,สะพานพระนั่งเกล้า,2023-09-01 03:00:00,30.72,565.0,369.0,0.27,0.41,,7.03,21.18,6.55
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 03:00:00,31.35,15615.0,10202.0,9.08,,0.85,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 03:00:00,30.65,845.0,550.0,0.41,,1.27,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 03:00:00,30.58,683.0,450.0,0.33,,0.8,,,
T3,วัดบ้านแป้ง,2023-09-01 03:00:00,31.62,312.0,204.0,0.15,4.57,,7.52,3.06,19.49
S5,วัดโพธิ์แตงเหนือ,2023-09-01 03:00:00,31.33,367.0,235.0,0.17,5.93,1.11,7.72,8.56,13.11
S1,สำแล,2023-09-01 03:00:00,31.39,453.0,289.9,0.21,7.01,1.42,7.72,41.06,23.48
S6,คลองลัดโพธิ์,2023-09-01 03:00:00,30.9,3892.0,2540.0,2.05,,1.44,,,
T1,การท่าเรือ,2023-09-01 03:00:00,30.95,7160.0,4677.0,3.92,,,,,
T1,การท่าเรือ,2023-09-01 03:00:00,31.06,4108.0,2688.0,2.17,,,,,
S6,คลองลัดโพธิ์,2023-09-01 03:00:00,30.9,2270.0,1480.0,1.16,,0.84,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 03:00:00,31.51,21392.0,13977.0,12.8,,1.53,,,
T3,วัดบ้านแป้ง,2023-09-01 03:00:00,31.76,312.0,205.0,0.15,4.59,,7.53,3.13,20.73
S1,สำแล,2023-09-01 03:00:00,31.16,464.0,297.1,0.22,6.4,1.61,7.61,35.3,22.08
S5,วัดโพธิ์แตงเหนือ,2023-09-01 03:00:00,31.4,366.0,234.3,0.17,6.29,1.06,7.75,9.33,12.95
S4,วัดมะขาม,2023-09-01 03:00:00,31.02,542.0,347.4,0.26,2.98,1.53,7.23,17.9,9.8
S5,วัดโพธิ์แตงเหนือ,2023-09-01 04:00:00,31.36,363.0,232.6,0.17,6.09,0.95,7.71,11.12,14.4
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 04:00:00,30.55,655.0,430.0,0.32,,0.8,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 04:00:00,31.38,14303.0,9345.0,8.26,,1.31,,,
S4,วัดมะขาม,2023-09-01 04:00:00,31.19,521.0,333.8,0.25,3.59,1.2,7.26,24.02,8.79
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 04:00:00,31.36,20267.0,13933.0,12.06,,1.77,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 04:00:00,30.62,808.0,530.0,0.39,,1.41,,,
S1,สำแล,2023-09-01 04:00:00,31.35,454.0,290.8,0.21,6.83,1.3,7.68,36.51,25.28
S1,สำแล,2023-09-01 04:00:00,31.15,460.0,294.7,0.22,6.39,1.54,7.61,33.06,21.05
T1,การท่าเรือ,2023-09-01 04:00:00,30.93,7145.0,4667.0,3.91,,,,,
S4,วัดมะขาม,2023-09-01 04:00:00,31.01,541.0,346.3,0.26,2.98,1.48,7.22,16.48,9.75
S6,คลองลัดโพธิ์,2023-09-01 04:00:00,30.91,3651.0,2380.0,1.91,,1.63,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 04:00:00,31.31,370.0,236.9,0.17,5.93,1.11,7.73,8.65,14.82
T3,วัดบ้านแป้ง,2023-09-01 04:00:00,31.54,315.0,206.0,0.15,4.51,,7.52,3.0,21.06
T3,วัดบ้านแป้ง,2023-09-01 04:00:00,31.7,314.0,206.0,0.15,4.6,,7.53,3.14,21.55
T4,สะพานพระนั่งเกล้า,2023-09-01 04:00:00,30.89,538.0,352.0,0.26,0.83,,7.05,18.78,10.6
T4,สะพานพระนั่งเกล้า,2023-09-01 04:00:00,30.69,562.0,367.0,0.27,0.44,,7.03,22.59,5.43
S1,สำแล,2023-09-01 05:00:00,31.11,458.0,293.6,0.22,6.28,1.54,7.59,31.32,16.9
S5,วัดโพธิ์แตงเหนือ,2023-09-01 05:00:00,31.31,362.0,232.2,0.17,5.97,0.86,7.7,9.96,14.85
T3,วัดบ้านแป้ง,2023-09-01 05:00:00,31.65,321.0,210.0,0.15,4.57,,7.53,3.24,21.89
S1,สำแล,2023-09-01 05:00:00,31.31,451.0,288.6,0.21,6.66,1.21,7.65,42.44,17.35
S6,คลองลัดโพธิ์,2023-09-01 05:00:00,30.81,1481.0,970.0,0.74,,1.48,,,
T1,การท่าเรือ,2023-09-01 05:00:00,31.1,4436.0,2898.0,2.35,,,,,
S6,คลองลัดโพธิ์,2023-09-01 05:00:00,30.9,3407.0,2230.0,1.78,,1.87,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 05:00:00,30.61,25732.0,16802.0,15.67,,2.02,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 05:00:00,30.51,639.0,420.0,0.31,,1.14,,,
S4,วัดมะขาม,2023-09-01 05:00:00,31.01,538.0,344.8,0.25,2.81,1.51,7.21,18.58,10.49
T4,สะพานพระนั่งเกล้า,2023-09-01 05:00:00,30.7,559.0,365.0,0.27,0.44,,7.03,15.01,4.73
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 05:00:00,31.35,13676.0,8935.0,7.87,,1.71,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 05:00:00,30.6,789.0,520.0,0.38,,1.59,,,
T3,วัดบ้านแป้ง,2023-09-01 05:00:00,31.5,318.0,208.0,0.15,4.49,,7.51,3.08,20.57
S5,วัดโพธิ์แตงเหนือ,2023-09-01 05:00:00,31.31,366.0,234.3,0.17,5.75,1.1,7.7,8.51,13.66
T1,การท่าเรือ,2023-09-01 06:00:00,31.19,5432.0,3548.0,2.92,,,,,
S6,คลองลัดโพธิ์,2023-09-01 06:00:00,30.9,1966.0,1280.0,0.99,,1.8,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 06:00:00,30.59,796.0,520.0,0.39,,1.76,,,
S1,สำแล,2023-09-01 06:00:00,31.4,438.0,280.3,0.21,7.47,1.22,7.82,37.82,19.38
T3,วัดบ้านแป้ง,2023-09-01 06:00:00,31.53,321.0,210.0,0.15,4.57,,7.53,3.22,19.93
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 06:00:00,30.51,636.0,420.0,0.31,,1.52,,,
S4,วัดมะขาม,2023-09-01 06:00:00,31.01,530.0,339.6,0.25,3.36,1.61,7.26,24.01,10.69
T3,วัดบ้านแป้ง,2023-09-01 06:00:00,31.6,324.0,212.0,0.15,4.62,,7.53,3.14,21.7
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 06:00:00,30.31,22816.0,14895.0,13.74,,1.97,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 06:00:00,31.39,364.0,233.5,0.17,6.18,0.79,7.74,12.66,13.72
S5,วัดโพธิ์แตงเหนือ,2023-09-01 06:00:00,31.33,363.0,232.3,0.17,5.65,1.12,7.7,9.49,12.48
S1,สำแล,2023-09-01 06:00:00,31.17,475.0,304.1,0.22,6.19,1.64,7.57,35.09,15.67
T4,สะพานพระนั่งเกล้า,2023-09-01 06:00:00,30.69,558.0,364.0,0.27,0.46,,7.03,14.68,5.81
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 06:00:00,30.98,14767.0,9646.0,8.55,,1.9,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 06:00:00,30.91,534.0,349.0,0.26,0.93,,7.05,12.2,7.16
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 07:00:00,30.6,812.0,530.0,0.39,,1.71,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 07:00:00,30.91,534.0,349.0,0.26,0.94,,7.05,14.83,13.44
T1,การท่าเรือ,2023-09-01 07:00:00,31.27,6331.0,4136.0,3.44,,,,,
S1,สำแล,2023-09-01 07:00:00,31.45,432.0,276.7,0.2,7.68,1.45,7.87,35.18,18.33
S6,คลองลัดโพธิ์,2023-09-01 07:00:00,30.92,2425.0,1580.0,1.24,,1.89,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 07:00:00,31.34,364.0,233.4,0.17,6.06,0.91,7.7,9.88,11.98
S5,วัดโพธิ์แตงเหนือ,2023-09-01 07:00:00,31.3,362.0,232.1,0.17,5.6,1.14,7.66,8.55,16.85
S1,สำแล,2023-09-01 07:00:00,31.16,474.0,303.6,0.22,6.17,1.77,7.57,31.58,16.57
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 07:00:00,30.17,17371.0,11339.0,10.21,,1.91,,,
S4,วัดมะขาม,2023-09-01 07:00:00,31.01,529.0,339.1,0.25,3.26,1.72,7.27,22.52,11.06
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 07:00:00,31.43,17442.0,11397.0,10.24,,1.67,,,
T3,วัดบ้านแป้ง,2023-09-01 07:00:00,31.57,318.0,208.0,0.15,4.6,,7.54,3.52,20.33
T4,สะพานพระนั่งเกล้า,2023-09-01 07:00:00,30.68,563.0,367.0,0.27,0.5,,7.04,17.93,8.11
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 07:00:00,30.52,650.0,420.0,0.31,,1.67,,,
S4,วัดมะขาม,2023-09-01 07:00:00,31.28,463.0,296.7,0.22,5.49,1.45,7.45,37.93,10.22
S5,วัดโพธิ์แตงเหนือ,2023-09-01 08:00:00,31.37,364.0,233.4,0.17,6.32,1.07,7.79,10.23,15.35
S4,วัดมะขาม,2023-09-01 08:00:00,30.99,534.0,342.3,0.25,3.33,1.76,7.27,19.44,10.02
T3,วัดบ้านแป้ง,2023-09-01 08:00:00,31.68,315.0,207.0,0.15,4.76,,7.56,3.37,18.7
S6,คลองลัดโพธิ์,2023-09-01 08:00:00,30.95,2963.0,1940.0,1.53,,1.79,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 08:00:00,31.17,15478.0,10112.0,9.0,,1.63,,,
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 08:00:00,30.54,660.0,430.0,0.32,,1.61,,,
T3,วัดบ้านแป้ง,2023-09-01 08:00:00,31.66,316.0,207.0,0.15,4.61,,7.54,3.3,21.82
S1,สำแล,2023-09-01 08:00:00,31.39,449.0,287.6,0.21,7.38,1.55,7.79,29.63,20.96
S4,วัดมะขาม,2023-09-01 08:00:00,31.28,465.0,298.0,0.22,5.65,1.54,7.49,34.48,9.53
T4,สะพานพระนั่งเกล้า,2023-09-01 08:00:00,30.71,562.0,367.0,0.27,0.63,,7.04,16.92,5.59
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 08:00:00,31.38,17121.0,11184.0,10.04,,1.32,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 08:00:00,31.3,363.0,232.8,0.17,5.86,1.2,7.7,10.18,11.96
S6,คลองลัดโพธิ์,2023-09-01 08:00:00,30.96,3898.0,2550.0,2.05,,1.52,,,
S1,สำแล,2023-09-01 08:00:00,31.16,476.0,304.7,0.22,6.1,1.83,7.57,29.78,19.17
T4,สะพานพระนั่งเกล้า,2023-09-01 08:00:00,30.92,536.0,350.0,0.26,0.91,,7.05,21.04,7.93
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 08:00:00,30.62,829.0,540.0,0.4,,1.45,,,
T3,วัดบ้านแป้ง,2023-09-01 09:00:00,31.84,312.0,205.0,0.15,4.73,,7.56,3.45,21.62
S1,สำแล,2023-09-01 09:00:00,31.17,492.0,315.1,0.23,5.83,1.78,7.52,25.86,18.7
T4,สะพานพระนั่งเกล้า,2023-09-01 09:00:00,30.75,564.0,368.0,0.27,0.82,,7.04,15.64,6.47
S5,วัดโพธิ์แตงเหนือ,2023-09-01 09:00:00,31.38,363.0,232.3,0.17,6.49,1.12,7.8,11.27,13.68
S6,คลองลัดโพธิ์,2023-09-01 09:00:00,30.95,3028.0,1980.0,1.57,,1.46,,,
S4,วัดมะขาม,2023-09-01 09:00:00,31.03,543.0,348.1,0.26,3.39,1.67,7.25,16.88,12.93
S4,วัดมะขาม,2023-09-01 09:00:00,31.22,504.0,322.5,0.24,4.88,1.6,7.37,28.83,11.64
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 09:00:00,31.19,18097.0,11823.0,10.67,,0.82,,,
T1,การท่าเรือ,2023-09-01 09:00:00,30.96,5861.0,3828.0,3.16,,,,,
S6,คลองลัดโพธิ์,2023-09-01 09:00:00,31.07,4056.0,2650.0,2.14,,1.2,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 09:00:00,30.89,539.0,352.0,0.26,0.73,,7.05,20.95,6.2
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 09:00:00,31.69,15187.0,9924.0,8.81,,1.22,,,
S1,สำแล,2023-09-01 09:00:00,31.38,462.0,295.8,0.22,7.11,1.63,7.72,29.86,19.45
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 09:00:00,30.63,819.0,540.0,0.4,,1.2,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 09:00:00,31.39,365.0,234.0,0.17,6.35,1.21,7.79,10.7,14.0
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 09:00:00,30.56,678.0,440.0,0.33,,1.39,,,
T3,วัดบ้านแป้ง,2023-09-01 09:00:00,31.72,317.0,207.0,0.15,4.72,,7.54,3.36,20.45
S6,คลองลัดโพธิ์,2023-09-01 10:00:00,30.99,2649.0,1730.0,1.36,,1.1,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 10:00:00,31.52,362.0,231.7,0.17,6.83,1.13,7.87,11.91,13.81
S5,วัดโพธิ์แตงเหนือ,2023-09-01 10:00:00,31.6,365.0,233.9,0.17,7.17,1.14,7.96,9.17,12.12
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 10:00:00,30.62,678.0,440.0,0.33,,1.09,,,
S1,สำแล,2023-09-01 10:00:00,31.41,464.0,297.4,0.22,7.17,1.64,7.71,31.69,20.07
T4,สะพานพระนั่งเกล้า,2023-09-01 10:00:00,30.94,540.0,353.0,0.26,0.94,,7.05,15.05,12.72
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 10:00:00,30.63,798.0,520.0,0.39,,0.86,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 10:00:00,31.9,15150.0,9901.0,8.79,,0.4,,,
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 10:00:00,30.28,17933.0,11708.0,10.57,,0.71,,,
S1,สำแล,2023-09-01 10:00:00,31.25,480.0,307.4,0.23,6.74,1.61,7.66,26.13,21.09
T3,วัดบ้านแป้ง,2023-09-01 10:00:00,31.79,321.0,210.0,0.15,4.67,,7.53,3.04,20.95
S4,วัดมะขาม,2023-09-01 10:00:00,31.09,546.0,350.0,0.26,3.62,1.53,7.29,17.27,11.64
T3,วัดบ้านแป้ง,2023-09-01 10:00:00,31.96,308.0,201.0,0.15,4.78,,7.56,3.55,20.05
T1,การท่าเรือ,2023-09-01 10:00:00,30.89,3698.0,2415.0,1.94,,,,,
S6,คลองลัดโพธิ์,2023-09-01 10:00:00,31.19,3376.0,2200.0,1.76,,0.8,,,
T1,การท่าเรือ,2023-09-01 10:00:00,30.57,3435.0,2243.0,1.79,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 10:00:00,30.81,561.0,367.0,0.27,1.1,,7.06,14.98,7.7
S6,คลองลัดโพธิ์,2023-09-01 11:00:00,31.16,2230.0,1460.0,1.14,,0.68,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 11:00:00,31.63,362.0,232.2,0.17,7.12,1.1,7.95,13.36,10.83
S1,สำแล,2023-09-01 11:00:00,31.44,467.0,299.0,0.22,6.95,1.5,7.69,30.8,18.6
S5,วัดโพธิ์แตงเหนือ,2023-09-01 11:00:00,31.75,364.0,233.3,0.17,7.85,1.12,8.05,8.46,13.14
T3,วัดบ้านแป้ง,2023-09-01 11:00:00,32.03,308.0,200.0,0.15,4.75,,7.57,3.42,20.93
T3,วัดบ้านแป้ง,2023-09-01 11:00:00,31.82,322.0,210.0,0.15,4.4,,7.5,2.85,25.3
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 11:00:00,32.04,14335.0,9370.0,8.28,,0.03,,,
S4,วัดมะขาม,2023-09-01 11:00:00,31.24,540.0,345.8,0.25,4.56,1.37,7.37,19.81,11.54
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 11:00:00,30.64,678.0,440.0,0.33,,0.75,,,
S4,วัดมะขาม,2023-09-01 11:00:00,31.38,524.0,335.8,0.25,5.11,1.41,7.39,27.47,9.06
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 11:00:00,30.55,722.0,470.0,0.35,,0.59,,,
S1,สำแล,2023-09-01 11:00:00,31.39,465.0,298.2,0.22,7.88,1.45,7.87,25.42,23.97
T4,สะพานพระนั่งเกล้า,2023-09-01 11:00:00,31.0,540.0,353.0,0.26,1.16,,7.05,15.16,9.63
S6,คลองลัดโพธิ์,2023-09-01 11:00:00,31.14,2742.0,1790.0,1.41,,0.43,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 11:00:00,30.83,556.0,363.0,0.27,1.28,,7.06,16.26,8.67
T2,โรงไฟฟ้าพระนครใต้,2023-09-01 11:00:00,31.99,13090.0,8556.0,7.5,,0.24,,,
T1,การท่าเรือ,2023-09-01 12:00:00,30.9,2483.0,1622.0,1.27,,,,,
T1,การท่าเรือ,2023-09-01 12:00:00,30.8,3109.0,2030.0,1.61,,,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 12:00:00,31.18,539.0,352.0,0.26,1.86,,7.09,16.47,8.16
S1,สำแล,2023-09-01 12:00:00,31.7,452.0,289.8,0.21,9.29,1.32,8.16,30.15,19.22
T4,สะพานพระนั่งเกล้า,2023-09-01 12:00:00,31.01,548.0,358.0,0.26,2.14,,7.1,17.16,7.8
S1,สำแล,2023-09-01 12:00:00,31.65,453.0,290.2,0.21,9.14,1.29,8.13,23.43,26.44
S4,วัดมะขาม,2023-09-01 12:00:00,31.28,536.0,343.4,0.25,4.56,1.21,7.38,24.76,10.17
S4,วัดมะขาม,2023-09-01 12:00:00,31.46,521.0,334.0,0.25,5.39,1.23,7.41,27.55,15.7
S6,คลองลัดโพธิ์,2023-09-01 12:00:00,31.07,2074.0,1350.0,1.05,,0.17,,,
T3,วัดบ้านแป้ง,2023-09-01 12:00:00,32.1,308.0,201.0,0.15,4.57,,7.53,3.01,24.32
T3,วัดบ้านแป้ง,2023-09-01 12:00:00,32.0,318.0,208.0,0.15,4.6,,7.53,3.32,23.65
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 12:00:00,30.6,664.0,430.0,0.32,,0.35,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 12:00:00,31.89,362.0,231.8,0.17,8.33,1.06,8.16,9.69,11.24
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 12:00:00,30.66,650.0,420.0,0.31,,0.45,,,
S5,วัดโพธิ์แตงเหนือ,2023-09-01 12:00:00,32.04,363.0,232.6,0.17,8.33,1.02,8.15,9.16,11.27
S6,คลองลัดโพธิ์,2023-09-01 12:00:00,31.03,1684.0,1100.0,0.85,,0.3,,,
S1,สำแล,2023-09-01 13:00:00,31.76,448.0,286.7,0.21,9.17,1.12,8.06,24.05,29.87
T1,การท่าเรือ,2023-09-01 13:00:00,30.71,1937.0,1266.0,0.98,,,,,
S1,สำแล,2023-09-01 13:00:00,31.96,441.0,282.3,0.21,10.54,1.11,8.36,27.89,28.24
S4,วัดมะขาม,2023-09-01 13:00:00,31.39,527.0,337.8,0.25,5.1,1.04,7.44,22.0,11.01
S4,วัดมะขาม,2023-09-01 13:00:00,31.48,517.0,330.9,0.24,5.3,1.07,7.42,30.46,8.86
T4,สะพานพระนั่งเกล้า,2023-09-01 13:00:00,31.2,534.0,349.0,0.26,2.3,,7.09,14.1,10.33
S7,สะพานพระพุทธยอดฟ้า,2023-09-01 13:00:00,30.73,628.0,410.0,0.3,,0.22,,,
T3,วัดบ้านแป้ง,2023-09-01 13:00:00,32.34,310.0,203.0,0.15,4.73,,7.54,3.81,34.46
S6,คลองลัดโพธิ์,2023-09-01 13:00:00,30.94,1173.0,770.0,0.58,,0.04,,,
T4,สะพานพระนั่งเกล้า,2023-09-01 13:00:00,31.07,543.0,354.0,0.26,2.14,,7.1,16.43,12.1
T3,วัดบ้านแป้ง,2023-09-01 13:00:00,32.13,340.0,222.0,0.16,4.73,,7.53,3.55,24.77
S5,วัดโพธิ์แตงเหนือ,2023-09-01 13:00:00,31.75,362.0,232.2,0.17,7.52,0.87,7.93,9.13,14.55
S5,วัดโพธิ์แตงเหนือ,2023-09-01 13:00:00,32.04,362.0,231.9,0.17,8.97,0.88,8.26,10.54,11.83
S1,สำแล,2023-09-01 14:00:00,32.03,449.0,287.9,0.21,10.33,0.92,8.27,28.07,28.0
S5,วัดโพธิ์แตงเหนือ,2023-09-01 14:00:00,31.86,362.0,232.2,0.17,8.71,0.72,8.2,9.84,14.68
T3,วัดบ้านแป้ง,2023-09-01 14:00:00,32.18,355.0,232.0,0.17,4.65,,7.52,3.52,26.19
T1,การท่าเรือ,2023-09-01 14:00:00,30.63,1341.0,876.0,0.67,,,,,
S4,วัดมะขาม,2023-09-01 14:00:00,31.5,504.0,323.1,0.24,6.15,0.88,7.57,26.89,13.66
S1,สำแล,2023-09-01 14:00:00,31.84,452.0,289.3,0.21,8.9,0.95,8.0,25.17,28.71
T4,สะพานพระนั่งเกล้า,2023-09-01 14:00:00,31.28,533.0,348.0,0.26,2.53,,7.11,19.37,15.5
T1,การท่าเรือ,2023-09-01 14:00:00,31.01,1291.0,844.0,0.64,,,,,
S4,วัดมะขาม,2023-09-01 14:00:00,31.54,493.0,316.0,0.23,6.26,0.89,7.54,28.89,18.86
T3,วัดบ้านแป้ง,2023-09-01 14:00:00,32.41,334.0,219.0,0.16,4.89,,7.57,4.16,28.34
T4,สะพานพระนั่งเกล้า,2023-09-01 14:00:00,31.12,539.0,352.0,0.26,2.35,,7.08,17.17,12.16
