stn_id,stn_name,datetimes,temp,conducted,tds,salinity,deo,depth,ph,nh4,turbid
S6,คลองลัดโพธิ์,2023-11-09 19:00:00,30.32,245.0,160.0,0.12,,1.93,,,
T4,สะพานพระนั่งเกล้า,2023-11-09 19:00:00,30.7,218.0,142.0,0.1,3.98,,7.18,1.88,35.81
S7,สะพานพระพุทธยอดฟ้า,2023-11-09 19:00:00,31.46,238.0,160.0,0.11,,1.95,,,
S3,วัดไผ่ล้อม,2023-11-09 19:00:00,31.0,209.0,134.3,0.1,4.07,1.38,7.24,3.45,54.03
T2,โรงไฟฟ้าพระนครใต้,2023-11-09 19:00:00,30.26,535.0,349.0,0.26,,,,,
T3,วัดบ้านแป้ง,2023-11-09 19:00:00,31.26,209.0,137.0,0.1,4.87,,7.31,3.36,45.82
S1,สำแล,2023-11-09 19:00:00,30.97,215.0,138.1,0.1,4.03,2.83,7.0,3.66,47.23
T1,การท่าเรือ,2023-11-09 19:00:00,30.15,489.0,319.0,0.23,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-09 20:00:00,31.0,220.0,140.8,0.1,4.04,1.0,7.12,2.73,41.69
S4,วัดมะขาม,2023-11-09 20:00:00,30.92,216.0,138.4,0.1,4.12,2.55,7.05,3.05,52.2
S3,วัดไผ่ล้อม,2023-11-09 20:00:00,30.99,209.0,134.0,0.1,4.08,1.38,7.25,3.2,51.93
T4,สะพานพระนั่งเกล้า,2023-11-09 20:00:00,30.68,221.0,145.0,0.1,3.89,,7.19,1.84,33.81
T3,วัดบ้านแป้ง,2023-11-09 20:00:00,31.25,210.0,138.0,0.1,4.84,,7.31,3.33,44.25
S6,คลองลัดโพธิ์,2023-11-09 20:00:00,30.34,246.0,160.0,0.12,,1.66,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-09 20:00:00,31.45,240.0,160.0,0.11,,1.71,,,
T1,การท่าเรือ,2023-11-09 20:00:00,30.14,479.0,313.0,0.23,,,,,
S1,สำแล,2023-11-09 20:00:00,30.97,217.0,139.1,0.1,4.02,2.76,6.98,3.58,49.95
T2,โรงไฟฟ้าพระนครใต้,2023-11-09 20:00:00,30.24,419.0,273.0,0.2,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-09 21:00:00,30.99,221.0,141.7,0.1,4.01,0.96,7.11,3.49,46.05
S1,สำแล,2023-11-09 21:00:00,30.97,216.0,138.5,0.1,4.03,2.69,7.0,3.81,49.03
S4,วัดมะขาม,2023-11-09 21:00:00,30.91,216.0,138.2,0.1,4.09,2.47,7.05,3.11,56.56
S7,สะพานพระพุทธยอดฟ้า,2023-11-09 21:00:00,31.44,247.0,160.0,0.12,,1.51,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-09 21:00:00,30.15,267.0,174.0,0.13,,,,,
S3,วัดไผ่ล้อม,2023-11-09 21:00:00,30.96,209.0,134.1,0.1,4.08,1.38,7.33,3.39,52.13
T4,สะพานพระนั่งเกล้า,2023-11-09 21:00:00,30.69,221.0,145.0,0.1,3.94,,7.18,1.91,38.06
T3,วัดบ้านแป้ง,2023-11-09 21:00:00,31.24,210.0,137.0,0.1,4.83,,7.31,3.44,45.37
S6,คลองลัดโพธิ์,2023-11-09 21:00:00,30.36,241.0,160.0,0.11,,1.39,,,
T1,การท่าเรือ,2023-11-09 21:00:00,30.09,566.0,370.0,0.27,,,,,
T3,วัดบ้านแป้ง,2023-11-09 22:00:00,31.21,210.0,138.0,0.1,4.8,,7.31,3.31,43.86
S1,สำแล,2023-11-09 22:00:00,30.97,215.0,137.9,0.1,4.02,2.64,7.0,3.7,47.36
S5,วัดโพธิ์แตงเหนือ,2023-11-09 22:00:00,31.0,224.0,143.7,0.1,4.01,0.9,7.11,3.23,49.35
S3,วัดไผ่ล้อม,2023-11-09 22:00:00,30.95,209.0,134.2,0.1,4.1,1.36,7.54,3.39,49.16
T4,สะพานพระนั่งเกล้า,2023-11-09 22:00:00,30.71,221.0,145.0,0.1,3.94,,7.17,1.77,36.67
S6,คลองลัดโพธิ์,2023-11-09 22:00:00,30.37,241.0,160.0,0.11,,1.23,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-09 22:00:00,30.12,275.0,180.0,0.13,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-09 22:00:00,31.44,240.0,160.0,0.11,,1.35,,,
S4,วัดมะขาม,2023-11-09 22:00:00,30.91,216.0,138.2,0.1,4.07,2.38,7.06,2.92,46.38
T1,การท่าเรือ,2023-11-09 22:00:00,30.13,584.0,382.0,0.28,,,,,
T1,การท่าเรือ,2023-11-09 23:00:00,30.1,558.0,364.0,0.27,,,,,
S6,คลองลัดโพธิ์,2023-11-09 23:00:00,30.41,228.0,150.0,0.11,,1.13,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-09 23:00:00,31.01,228.0,145.9,0.11,3.98,0.85,7.09,3.34,45.34
S7,สะพานพระพุทธยอดฟ้า,2023-11-09 23:00:00,31.43,241.0,160.0,0.11,,1.25,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-09 23:00:00,30.12,283.0,185.0,0.13,,,,,
T3,วัดบ้านแป้ง,2023-11-09 23:00:00,31.2,208.0,136.0,0.1,4.82,,7.31,3.18,43.63
S3,วัดไผ่ล้อม,2023-11-09 23:00:00,30.93,210.0,134.4,0.1,4.09,1.33,7.32,3.22,52.65
T4,สะพานพระนั่งเกล้า,2023-11-09 23:00:00,30.71,222.0,145.0,0.1,3.9,,7.17,1.82,35.79
S1,สำแล,2023-11-09 23:00:00,30.96,215.0,137.8,0.1,4.02,2.56,7.01,3.69,54.59
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 00:00:00,30.12,302.0,197.0,0.14,,,,,
S3,วัดไผ่ล้อม,2023-11-10 00:00:00,30.92,211.0,135.1,0.1,4.09,1.26,7.21,3.25,51.43
T1,การท่าเรือ,2023-11-10 00:00:00,30.23,498.0,326.0,0.24,,,,,
T3,วัดบ้านแป้ง,2023-11-10 00:00:00,31.18,209.0,135.0,0.1,4.85,,7.31,3.22,44.81
S1,สำแล,2023-11-10 00:00:00,30.95,215.0,137.9,0.1,4.04,2.49,7.01,3.56,50.11
T4,สะพานพระนั่งเกล้า,2023-11-10 00:00:00,30.71,225.0,147.0,0.11,3.9,,7.19,1.79,34.0
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 00:00:00,31.43,245.0,160.0,0.11,,1.17,,,
S6,คลองลัดโพธิ์,2023-11-10 00:00:00,30.38,229.0,150.0,0.11,,1.11,,,
S4,วัดมะขาม,2023-11-10 00:00:00,30.92,215.0,138.0,0.1,3.98,2.23,7.04,3.1,47.78
S5,วัดโพธิ์แตงเหนือ,2023-11-10 00:00:00,31.02,231.0,148.0,0.11,3.95,0.78,7.09,3.6,45.12
T4,สะพานพระนั่งเกล้า,2023-11-10 01:00:00,30.73,224.0,146.0,0.11,3.87,,7.17,1.89,36.98
S3,วัดไผ่ล้อม,2023-11-10 01:00:00,30.91,212.0,136.2,0.1,4.06,1.21,7.24,3.12,50.15
T1,การท่าเรือ,2023-11-10 01:00:00,29.94,667.0,435.0,0.32,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 01:00:00,31.42,251.0,160.0,0.12,,1.21,,,
S4,วัดมะขาม,2023-11-10 01:00:00,30.92,215.0,138.0,0.1,3.97,2.16,7.04,2.92,49.71
S5,วัดโพธิ์แตงเหนือ,2023-11-10 01:00:00,31.03,234.0,149.8,0.11,3.95,0.72,7.1,3.36,42.62
T3,วัดบ้านแป้ง,2023-11-10 01:00:00,31.15,208.0,136.0,0.1,4.83,,7.31,3.13,43.88
S1,สำแล,2023-11-10 01:00:00,30.95,216.0,138.3,0.1,4.04,2.43,7.02,3.66,48.05
S6,คลองลัดโพธิ์,2023-11-10 01:00:00,30.33,241.0,160.0,0.11,,1.27,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 01:00:00,29.96,371.0,242.0,0.18,,,,,
S1,สำแล,2023-11-10 02:00:00,30.94,217.0,139.5,0.1,4.02,2.35,7.0,3.59,48.61
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 02:00:00,30.19,284.0,185.0,0.13,,,,,
S3,วัดไผ่ล้อม,2023-11-10 02:00:00,30.9,214.0,137.4,0.1,4.02,1.15,7.25,3.19,50.06
T4,สะพานพระนั่งเกล้า,2023-11-10 02:00:00,30.75,226.0,148.0,0.11,3.81,,7.15,1.88,34.02
T1,การท่าเรือ,2023-11-10 02:00:00,30.02,597.0,390.0,0.29,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 02:00:00,31.04,235.0,150.7,0.11,3.95,0.66,7.1,3.25,41.6
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 02:00:00,31.41,253.0,160.0,0.12,,1.36,,,
T3,วัดบ้านแป้ง,2023-11-10 02:00:00,31.12,209.0,137.0,0.1,4.81,,7.3,3.17,44.82
S6,คลองลัดโพธิ์,2023-11-10 02:00:00,30.32,240.0,160.0,0.11,,1.49,,,
S4,วัดมะขาม,2023-11-10 02:00:00,30.92,215.0,138.2,0.1,4.0,2.12,7.05,3.01,52.4
T1,การท่าเรือ,2023-11-10 03:00:00,30.05,554.0,362.0,0.27,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 03:00:00,31.37,248.0,160.0,0.12,,1.5,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 03:00:00,30.79,224.0,147.0,0.11,3.86,,7.14,1.96,36.41
S1,สำแล,2023-11-10 03:00:00,30.94,219.0,140.5,0.1,4.0,2.35,7.0,3.68,47.62
S6,คลองลัดโพธิ์,2023-11-10 03:00:00,30.32,239.0,160.0,0.11,,1.71,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 03:00:00,31.06,237.0,152.0,0.11,3.99,0.62,7.09,3.29,44.63
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 03:00:00,30.21,281.0,183.0,0.13,,,,,
S3,วัดไผ่ล้อม,2023-11-10 03:00:00,30.89,217.0,138.9,0.1,3.99,1.13,7.29,3.49,50.36
T3,วัดบ้านแป้ง,2023-11-10 03:00:00,31.1,211.0,138.0,0.1,4.77,,7.3,3.32,43.78
S5,วัดโพธิ์แตงเหนือ,2023-11-10 04:00:00,31.08,237.0,152.2,0.11,3.96,0.62,7.11,3.51,36.95
S6,คลองลัดโพธิ์,2023-11-10 04:00:00,30.32,237.0,150.0,0.11,,1.87,,,
T1,การท่าเรือ,2023-11-10 04:00:00,30.38,336.0,220.0,0.16,,,,,
T3,วัดบ้านแป้ง,2023-11-10 04:00:00,31.08,218.0,143.0,0.1,4.72,,7.29,3.27,43.21
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 04:00:00,30.15,278.0,181.0,0.13,,,,,
S1,สำแล,2023-11-10 04:00:00,30.93,220.0,141.4,0.1,3.98,2.37,6.99,3.67,46.58
S3,วัดไผ่ล้อม,2023-11-10 04:00:00,30.9,219.0,140.2,0.1,3.96,1.15,7.26,3.42,48.64
T4,สะพานพระนั่งเกล้า,2023-11-10 04:00:00,30.8,224.0,148.0,0.11,3.8,,7.17,1.86,33.79
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 04:00:00,31.39,245.0,160.0,0.11,,1.66,,,
T3,วัดบ้านแป้ง,2023-11-10 05:00:00,31.06,218.0,143.0,0.1,4.7,,7.29,3.27,42.21
S4,วัดมะขาม,2023-11-10 05:00:00,30.89,218.0,139.5,0.1,4.03,2.22,7.05,2.96,43.79
S6,คลองลัดโพธิ์,2023-11-10 05:00:00,30.33,234.0,150.0,0.11,,1.92,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 05:00:00,31.41,243.0,160.0,0.11,,1.75,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 05:00:00,31.1,237.0,152.2,0.11,3.99,0.63,7.1,3.29,41.27
T1,การท่าเรือ,2023-11-10 05:00:00,30.36,338.0,221.0,0.16,,,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 05:00:00,30.8,226.0,148.0,0.11,3.8,,7.18,1.85,30.43
S1,สำแล,2023-11-10 05:00:00,30.93,222.0,142.6,0.1,3.96,2.41,6.98,3.64,45.93
S3,วัดไผ่ล้อม,2023-11-10 05:00:00,30.91,220.0,141.4,0.1,3.96,1.19,7.25,3.41,45.48
T3,วัดบ้านแป้ง,2023-11-10 06:00:00,31.06,217.0,143.0,0.1,4.71,,7.28,3.32,42.85
T1,การท่าเรือ,2023-11-10 06:00:00,30.38,325.0,212.0,0.15,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 06:00:00,30.12,278.0,182.0,0.13,,,,,
S4,วัดมะขาม,2023-11-10 06:00:00,30.89,219.0,140.3,0.1,3.99,2.25,7.04,3.0,48.08
S6,คลองลัดโพธิ์,2023-11-10 06:00:00,30.32,232.0,150.0,0.11,,1.88,,,
S1,สำแล,2023-11-10 06:00:00,30.92,223.0,143.2,0.1,3.94,2.45,6.99,3.67,46.64
S5,วัดโพธิ์แตงเหนือ,2023-11-10 06:00:00,31.11,236.0,151.2,0.11,4.06,0.67,7.1,3.22,36.17
S3,วัดไผ่ล้อม,2023-11-10 06:00:00,30.87,222.0,142.5,0.1,3.92,1.24,7.14,3.24,46.13
T4,สะพานพระนั่งเกล้า,2023-11-10 06:00:00,30.82,226.0,147.0,0.11,3.84,,7.2,1.87,34.12
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 06:00:00,31.42,243.0,160.0,0.11,,1.75,,,
S6,คลองลัดโพธิ์,2023-11-10 07:00:00,30.36,236.0,150.0,0.11,,1.72,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 07:00:00,31.1,235.0,150.6,0.11,4.09,0.7,7.1,3.7,42.93
S4,วัดมะขาม,2023-11-10 07:00:00,30.88,220.0,141.2,0.1,3.9,2.29,7.04,3.22,47.91
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 07:00:00,30.11,279.0,182.0,0.13,,,,,
S1,สำแล,2023-11-10 07:00:00,30.93,225.0,144.5,0.1,3.92,2.48,6.98,3.75,45.32
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 07:00:00,31.42,244.0,160.0,0.11,,1.65,,,
T1,การท่าเรือ,2023-11-10 07:00:00,30.39,310.0,202.0,0.15,,,,,
S3,วัดไผ่ล้อม,2023-11-10 07:00:00,30.91,225.0,143.9,0.1,3.92,1.27,7.15,3.62,49.46
T3,วัดบ้านแป้ง,2023-11-10 07:00:00,31.07,217.0,142.0,0.1,4.72,,7.29,3.3,49.48
T1,การท่าเรือ,2023-11-10 08:00:00,30.08,490.0,320.0,0.23,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 08:00:00,31.13,234.0,150.0,0.11,4.08,0.73,7.11,3.4,35.04
T3,วัดบ้านแป้ง,2023-11-10 08:00:00,31.11,213.0,139.0,0.1,4.77,,7.31,3.16,47.57
S3,วัดไผ่ล้อม,2023-11-10 08:00:00,30.98,226.0,145.1,0.1,3.91,1.28,7.12,3.8,51.15
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 08:00:00,30.13,278.0,182.0,0.13,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 08:00:00,31.44,245.0,160.0,0.11,,1.52,,,
S4,วัดมะขาม,2023-11-10 08:00:00,30.89,222.0,142.2,0.1,3.95,2.27,7.04,3.1,47.92
S6,คลองลัดโพธิ์,2023-11-10 08:00:00,30.36,235.0,150.0,0.11,,1.53,,,
S1,สำแล,2023-11-10 08:00:00,30.96,228.0,145.9,0.11,3.91,2.48,6.99,3.81,44.23
S3,วัดไผ่ล้อม,2023-11-10 09:00:00,31.01,227.0,145.8,0.11,3.93,1.38,7.26,3.81,52.61
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 09:00:00,31.47,248.0,160.0,0.12,,1.4,,,
S4,วัดมะขาม,2023-11-10 09:00:00,30.93,223.0,143.1,0.1,3.98,2.25,7.04,3.28,44.48
S6,คลองลัดโพธิ์,2023-11-10 09:00:00,30.38,238.0,160.0,0.11,,1.39,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 09:00:00,30.9,224.0,147.0,0.11,4.0,,7.22,1.74,35.73
S1,สำแล,2023-11-10 09:00:00,31.0,229.0,147.0,0.11,3.9,2.45,6.99,3.69,43.14
T1,การท่าเรือ,2023-11-10 09:00:00,30.17,466.0,304.0,0.22,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 09:00:00,31.18,233.0,149.2,0.11,4.14,0.72,7.12,3.43,40.77
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 09:00:00,30.24,279.0,182.0,0.13,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 10:00:00,31.24,232.0,149.0,0.11,4.19,0.7,7.1,3.63,40.79
S3,วัดไผ่ล้อม,2023-11-10 10:00:00,31.16,229.0,147.1,0.11,3.95,1.35,7.33,3.62,53.82
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 10:00:00,31.53,255.0,170.0,0.12,,1.32,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 10:00:00,30.44,278.0,182.0,0.13,,,,,
S4,วัดมะขาม,2023-11-10 10:00:00,30.99,225.0,144.1,0.1,3.91,2.2,7.04,3.12,52.4
T3,วัดบ้านแป้ง,2023-11-10 10:00:00,31.26,215.0,140.0,0.1,4.76,,7.31,3.25,47.88
S6,คลองลัดโพธิ์,2023-11-10 10:00:00,30.43,241.0,160.0,0.11,,1.31,,,
T1,การท่าเรือ,2023-11-10 10:00:00,30.4,452.0,295.0,0.22,,,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 10:00:00,30.95,225.0,147.0,0.11,4.06,,7.19,1.79,34.09
S1,สำแล,2023-11-10 10:00:00,31.05,231.0,148.0,0.11,3.91,2.43,6.99,3.73,42.28
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 11:00:00,31.57,263.0,170.0,0.12,,1.31,,,
S3,วัดไผ่ล้อม,2023-11-10 11:00:00,31.22,230.0,147.3,0.11,3.98,1.33,7.33,3.49,52.9
T4,สะพานพระนั่งเกล้า,2023-11-10 11:00:00,30.99,226.0,148.0,0.11,4.03,,7.23,1.72,32.61
S5,วัดโพธิ์แตงเหนือ,2023-11-10 11:00:00,31.29,232.0,148.8,0.11,4.17,0.67,7.12,3.53,43.58
T1,การท่าเรือ,2023-11-10 11:00:00,30.24,517.0,338.0,0.25,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 11:00:00,30.59,276.0,180.0,0.13,,,,,
S4,วัดมะขาม,2023-11-10 11:00:00,31.07,227.0,145.7,0.11,3.94,2.15,7.04,3.08,49.65
S1,สำแล,2023-11-10 11:00:00,31.13,232.0,149.0,0.11,3.92,2.35,6.99,3.51,42.91
S6,คลองลัดโพธิ์,2023-11-10 11:00:00,30.49,240.0,160.0,0.11,,1.35,,,
T3,วัดบ้านแป้ง,2023-11-10 11:00:00,31.38,220.0,144.0,0.1,4.74,,7.3,3.2,48.58
T1,การท่าเรือ,2023-11-10 12:00:00,30.3,515.0,336.0,0.25,,,,,
S4,วัดมะขาม,2023-11-10 12:00:00,31.14,229.0,146.9,0.11,3.9,2.12,7.04,2.95,43.47
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 12:00:00,30.75,295.0,192.0,0.14,,,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 12:00:00,30.99,225.0,148.0,0.11,4.0,,7.21,1.77,33.94
S6,คลองลัดโพธิ์,2023-11-10 12:00:00,30.52,233.0,150.0,0.11,,1.55,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 12:00:00,31.64,264.0,170.0,0.12,,1.38,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 12:00:00,31.39,232.0,148.4,0.11,4.18,0.62,7.13,3.18,38.61
S1,สำแล,2023-11-10 12:00:00,31.18,233.0,149.5,0.11,3.92,2.31,6.98,3.68,42.26
S3,วัดไผ่ล้อม,2023-11-10 12:00:00,31.35,228.0,146.2,0.11,4.01,1.29,7.32,3.81,51.9
T3,วัดบ้านแป้ง,2023-11-10 12:00:00,31.46,228.0,148.0,0.11,4.7,,7.3,3.58,48.48
S6,คลองลัดโพธิ์,2023-11-10 13:00:00,30.56,233.0,150.0,0.11,,1.86,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 13:00:00,31.02,224.0,146.0,0.11,3.99,,7.21,1.84,33.99
T3,วัดบ้านแป้ง,2023-11-10 13:00:00,31.49,231.0,151.0,0.11,4.66,,7.29,3.73,49.37
S1,สำแล,2023-11-10 13:00:00,31.2,232.0,148.9,0.11,3.92,2.29,6.98,3.92,41.93
T1,การท่าเรือ,2023-11-10 13:00:00,30.37,450.0,294.0,0.22,,,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 13:00:00,31.16,373.0,244.0,0.18,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 13:00:00,31.29,232.0,148.6,0.11,4.17,0.58,7.11,3.86,43.26
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 13:00:00,31.69,258.0,170.0,0.12,,1.6,,,
S3,วัดไผ่ล้อม,2023-11-10 13:00:00,31.38,227.0,145.3,0.11,4.04,1.26,7.34,3.46,47.93
S6,คลองลัดโพธิ์,2023-11-10 14:00:00,30.63,233.0,150.0,0.11,,2.23,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 14:00:00,31.05,226.0,148.0,0.11,3.87,,7.18,1.74,30.48
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 14:00:00,31.74,249.0,160.0,0.12,,1.91,,,
T3,วัดบ้านแป้ง,2023-11-10 14:00:00,31.59,237.0,155.0,0.11,4.68,,7.29,3.47,50.26
S5,วัดโพธิ์แตงเหนือ,2023-11-10 14:00:00,31.28,231.0,148.2,0.11,4.12,0.56,7.1,3.66,45.0
S3,วัดไผ่ล้อม,2023-11-10 14:00:00,31.39,226.0,144.9,0.1,4.06,1.27,7.36,3.93,56.46
T1,การท่าเรือ,2023-11-10 14:00:00,30.33,520.0,339.0,0.25,,,,,
S4,วัดมะขาม,2023-11-10 14:00:00,31.25,232.0,148.7,0.11,3.77,2.15,7.02,3.3,46.59
S1,สำแล,2023-11-10 14:00:00,31.29,231.0,148.4,0.11,3.96,2.33,6.98,3.92,41.81
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 14:00:00,31.0,308.0,201.0,0.15,,,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 15:00:00,31.26,231.0,147.8,0.11,4.13,0.59,7.09,3.52,54.15
T1,การท่าเรือ,2023-11-10 15:00:00,30.68,366.0,239.0,0.17,,,,,
S1,สำแล,2023-11-10 15:00:00,31.28,231.0,148.0,0.11,3.97,2.42,6.99,3.68,41.7
T3,วัดบ้านแป้ง,2023-11-10 15:00:00,31.57,237.0,155.0,0.11,4.65,,7.29,3.68,49.68
S6,คลองลัดโพธิ์,2023-11-10 15:00:00,30.63,231.0,150.0,0.11,,2.44,,,
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 15:00:00,30.82,274.0,179.0,0.13,,,,,
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 15:00:00,31.75,248.0,160.0,0.12,,2.19,,,
S3,วัดไผ่ล้อม,2023-11-10 15:00:00,31.38,224.0,143.6,0.1,4.05,1.33,7.36,3.96,57.3
S4,วัดมะขาม,2023-11-10 15:00:00,31.28,233.0,149.1,0.11,3.71,2.27,7.04,3.07,41.6
T4,สะพานพระนั่งเกล้า,2023-11-10 15:00:00,31.06,228.0,150.0,0.11,3.66,,7.18,1.4,24.34
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 16:00:00,31.73,246.0,160.0,0.12,,2.32,,,
S3,วัดไผ่ล้อม,2023-11-10 16:00:00,31.38,226.0,144.6,0.1,4.09,1.38,7.47,4.41,47.42
S1,สำแล,2023-11-10 16:00:00,31.29,230.0,147.8,0.11,3.98,2.61,6.99,3.97,41.53
T1,การท่าเรือ,2023-11-10 16:00:00,30.47,431.0,282.0,0.21,,,,,
S4,วัดมะขาม,2023-11-10 16:00:00,31.26,233.0,149.1,0.11,3.44,2.47,7.0,3.08,39.85
T3,วัดบ้านแป้ง,2023-11-10 16:00:00,31.41,218.0,142.0,0.1,4.89,,7.33,3.48,48.36
S6,คลองลัดโพธิ์,2023-11-10 16:00:00,30.61,231.0,150.0,0.11,,2.54,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 16:00:00,31.06,227.0,149.0,0.11,3.65,,7.16,1.47,22.92
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 17:00:00,31.73,246.0,160.0,0.12,,2.29,,,
S5,วัดโพธิ์แตงเหนือ,2023-11-10 17:00:00,31.2,231.0,148.2,0.11,4.14,0.85,7.14,3.16,35.03
T4,สะพานพระนั่งเกล้า,2023-11-10 17:00:00,31.03,227.0,148.0,0.11,3.71,,7.17,1.67,26.05
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 17:00:00,30.71,378.0,247.0,0.18,,,,,
S3,วัดไผ่ล้อม,2023-11-10 17:00:00,31.29,225.0,144.0,0.1,4.08,1.38,7.36,4.41,39.78
T1,การท่าเรือ,2023-11-10 17:00:00,30.35,525.0,343.0,0.25,,,,,
S1,สำแล,2023-11-10 17:00:00,31.25,230.0,147.4,0.11,3.98,2.71,6.98,4.03,40.89
S6,คลองลัดโพธิ์,2023-11-10 17:00:00,30.63,232.0,150.0,0.11,,2.46,,,
S4,วัดมะขาม,2023-11-10 17:00:00,31.23,232.0,148.5,0.11,3.86,2.57,7.04,3.47,37.66
T3,วัดบ้านแป้ง,2023-11-10 17:00:00,31.41,217.0,142.0,0.1,4.9,,7.33,3.26,44.36
S1,สำแล,2023-11-10 18:00:00,31.21,230.0,147.2,0.11,3.95,2.82,7.01,3.77,35.98
S3,วัดไผ่ล้อม,2023-11-10 18:00:00,31.21,224.0,143.4,0.1,4.09,1.4,7.27,4.09,48.35
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 18:00:00,30.59,286.0,186.0,0.13,,,,,
S6,คลองลัดโพธิ์,2023-11-10 18:00:00,30.55,242.0,160.0,0.11,,2.31,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 18:00:00,31.03,229.0,148.0,0.11,3.77,,7.19,1.87,28.6
S5,วัดโพธิ์แตงเหนือ,2023-11-10 18:00:00,31.16,232.0,148.9,0.11,4.06,0.95,7.1,3.3,39.7
S4,วัดมะขาม,2023-11-10 18:00:00,31.23,231.0,148.4,0.11,3.96,2.61,7.04,3.24,40.83
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 18:00:00,31.68,245.0,160.0,0.11,,2.24,,,
T3,วัดบ้านแป้ง,2023-11-10 18:00:00,31.4,216.0,140.0,0.1,4.9,,7.34,3.36,45.32
S1,สำแล,2023-11-10 19:00:00,31.21,230.0,147.3,0.11,3.93,2.83,7.0,3.87,37.57
S6,คลองลัดโพธิ์,2023-11-10 19:00:00,30.52,245.0,160.0,0.12,,1.97,,,
T4,สะพานพระนั่งเกล้า,2023-11-10 19:00:00,30.96,227.0,149.0,0.11,3.95,,7.21,1.91,26.65
T3,วัดบ้านแป้ง,2023-11-10 19:00:00,31.39,215.0,141.0,0.1,4.86,,7.33,3.3,41.51
S7,สะพานพระพุทธยอดฟ้า,2023-11-10 19:00:00,31.66,246.0,160.0,0.12,,2.0,,,
S4,วัดมะขาม,2023-11-10 19:00:00,31.18,230.0,147.7,0.11,4.11,2.63,7.05,3.16,41.59
S3,วัดไผ่ล้อม,2023-11-10 19:00:00,31.15,223.0,143.1,0.1,4.11,1.41,7.31,4.04,44.66
T2,โรงไฟฟ้าพระนครใต้,2023-11-10 19:00:00,30.49,277.0,181.0,0.13,,,,,
